646.01843	-41
646.05176	-21
646.08502	0
646.11835	-12
646.15167	-24
646.185	1
646.21826	-22
646.25159	-15
646.28491	-21
646.31818	-10
646.3515	-15
646.38483	-7
646.41809	-12
646.45142	-11
646.48474	-15
646.51801	3
646.55133	-6
646.58459	5
646.61792	-5
646.65118	-17
646.68451	-15
646.71777	-20
646.7511	-21
646.78436	8
646.81769	-5
646.85095	13
646.88428	-1
646.91754	13
646.95081	-2
646.98413	-17
647.0174	-10
647.05066	-4
647.08398	-12
647.11725	-13
647.15051	5
647.18384	-16
647.2171	6
647.25037	10
647.28363	52
647.31696	105
647.35022	149
647.38348	297
647.41675	421
647.45001	589
647.48328	724
647.5166	907
647.54987	902
647.58313	927
647.61639	906
647.64966	768
647.68292	655
647.71619	515
647.74945	367
647.78271	246
647.81598	152
647.84924	125
647.88251	68
647.91577	30
647.94904	36
647.9823	20
648.01556	-4
648.04883	17
648.08203	32
648.1153	23
648.14856	63
648.18182	60
648.21509	78
648.24835	70
648.28156	60
648.31482	45
648.34808	46
648.38135	35
648.41455	59
648.44781	32
648.48108	49
648.51428	39
648.54755	11
648.58081	24
648.61401	28
648.64728	30
648.68048	36
648.71375	18
648.74695	19
648.78021	11
648.81348	23
648.84668	15
648.87994	19
648.91315	21
648.94635	9
648.97961	21
649.01282	-8
649.04608	8
649.07928	-13
649.11255	3
649.14575	30
649.17896	10
649.21222	20
649.24542	-16
649.27863	10
649.31189	15
649.34509	-2
649.3783	17
649.4115	12
649.44476	20
649.47797	5
649.51117	16
649.54437	6
649.57758	5
649.61084	11
649.64404	9
649.67725	46
649.71045	27
649.74365	30
649.77686	57
649.81006	111
649.84326	197
649.87646	433
649.90967	824
649.94287	1459
649.97607	2391
650.00928	3431
650.04248	4442
650.07568	5232
650.10889	5603
650.14209	5522
650.17529	5059
650.2085	4381
650.24164	3440
650.27484	2586
650.30804	1777
650.34125	1141
650.37445	737
650.40765	538
650.4408	407
650.474	404
650.5072	370
650.54034	395
650.57355	368
650.60675	397
650.63995	386
650.6731	372
650.7063	371
650.73944	364
650.77264	324
650.80585	316
650.83899	328
650.87219	307
650.90533	279
650.93854	291
650.97168	277
651.00488	303
651.03802	395
651.07123	602
651.10437	944
651.13757	1439
651.17072	1975
651.20392	2385
651.23706	2657
651.2702	2627
651.30341	2486
651.33655	2193
651.36969	1763
651.40289	1419
651.43604	971
651.46918	668
651.50232	472
651.53552	344
651.56866	330
651.60181	334
651.63495	302
651.66815	297
651.70129	295
651.73444	270
651.76758	277
651.80072	270
651.83386	253
651.867	247
651.90015	236
651.93329	232
651.96643	230
651.99957	200
652.03271	204
652.06586	175
652.099	214
652.13214	184
652.16528	184
652.19843	161
652.23157	195
652.26471	164
652.29785	171
652.33099	161
652.36414	159
652.39728	167
652.43036	140
652.4635	152
652.49664	185
652.52979	169
652.56293	149
652.59601	158
652.62915	173
652.66229	132
652.69537	145
652.72852	165
652.76166	146
652.79474	139
652.82788	132
652.86102	176
652.8941	138
652.92725	148
652.96033	132
652.99347	123
653.02655	153
653.05969	125
653.09277	116
653.12592	106
653.159	130
653.19214	143
653.22522	155
653.25836	148
653.29144	120
653.32458	141
653.35767	163
653.39075	143
653.42389	124
653.45697	145
653.49005	145
653.52319	114
653.55627	110
653.58936	104
653.62244	130
653.65558	123
653.68866	125
653.72174	119
653.75482	141
653.7879	98
653.82098	111
653.85413	141
653.88721	157
653.92029	165
653.95337	191
